#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
Hammerhead_3         RF00008   MN642576.1           -          cm        1       58      260      298      +    no    1 0.54   0.0   26.5   4.9e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642576.1           -          cm        7       40      269      300      +    no    1 0.50   0.0   21.7   3.5e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642575.1           -          cm        1       58      330      368      +    no    1 0.54   0.0   26.5   6.1e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642575.1           -          cm        7       40      339      370      +    no    1 0.50   0.0   21.7   4.3e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642574.1           -          cm        1       58      323      361      +    no    1 0.54   0.0   26.5   5.9e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642574.1           -          cm        7       40      332      363      +    no    1 0.50   0.0   21.7   4.2e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642573.1           -          cm        1       58      330      368      +    no    1 0.54   0.0   26.5   6.1e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642573.1           -          cm        7       40      339      370      +    no    1 0.50   0.0   21.7   4.3e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642572.1           -          cm        1       58      325      363      +    no    1 0.54   0.0   26.5     6e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642572.1           -          cm        7       40      334      365      +    no    1 0.50   0.0   21.7   4.2e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642569.1           -          cm        1       58      324      362      +    no    1 0.54   0.0   26.5   5.9e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642569.1           -          cm        7       40      333      364      +    no    1 0.50   0.0   21.7   4.2e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642567.1           -          cm        1       58      322      360      +    no    1 0.54   0.0   26.5   5.9e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642567.1           -          cm        7       40      331      362      +    no    1 0.50   0.0   21.7   4.2e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642566.1           -          cm        1       58      350      388      +    no    1 0.54   0.0   26.5   6.4e-06 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MN642566.1           -          cm        7       40      359      390      +    no    1 0.50   0.0   21.7   4.5e-05 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MN642565.1           -          cm        1       58      326      364      +    no    1 0.54   0.0   26.5     6e-06 !   Hammerhead ribozyme (type III)
