#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
Hammerhead_3         RF00008   NC_039241.1          -          cm        1       58      205      151      -    no    1 0.53   0.0   54.6   1.1e-13 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   NC_039241.1          -          cm        9       58        1       47      +    5'    2 0.60   0.0   31.2   2.7e-07 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   NC_039241.1          -          cm        1       46      183      141      -    no    1 0.51   0.0   18.2   0.00051 !   Hammerhead ribozyme (type I)
Hammerhead_HH9       RF02275   NC_039241.1          -          cm        1       77      196      125      -    no    1 0.46   0.0   14.8    0.0025 !   Hammerhead ribozyme HH9
Hammerhead_1         RF00163   NC_039241.1          -          cm        4       43       16       63      +    no    1 0.60   0.0   15.6    0.0035 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   NC_003540.1          -          cm        1       58      134       52      -    no    1 0.52   0.0   62.5   8.8e-16 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   NC_003540.1          -          cm        9       58        1       53      +    5'    2 0.53   0.0   17.0    0.0026 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   NC_003636.1          -          cm        1       58       56        3      -    no    1 0.48   0.0   69.1   1.1e-17 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   NC_003636.1          -          cm        1       58      282      335      +    no    1 0.48   0.0   66.7   5.2e-17 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   NC_001410.1          -          cm        1       46      178       64      -    no    1 0.41   0.0   61.7   7.1e-18 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MW046337.1           -          cm        1       58      278      225      -    no    1 0.48   0.0   68.9   1.3e-17 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MW046337.1           -          cm        1       58      166      219      +    no    1 0.46   0.0   60.6   2.4e-15 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MW046338.1           -          cm        1       58      277      224      -    no    1 0.50   0.0   69.9   6.7e-18 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MW046338.1           -          cm        1       58      166      218      +    no    1 0.47   0.0   55.0   8.4e-14 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MW046339.1           -          cm        1       58      289      236      -    no    1 0.46   0.0   67.7   2.7e-17 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MW046339.1           -          cm        1       58      166      219      +    no    1 0.50   0.0   59.1   6.5e-15 !   Hammerhead ribozyme (type III)
Hammerhead_HH10      RF02277   MW046339.1           -          cm        1      125      148      268      +    no    1 0.47   0.0   15.5    0.0065 !   Hammerhead ribozyme HH10
Hammerhead_HH9       RF02275   MW046339.1           -          cm        1       77      167      243      +    no    1 0.45   0.0   12.0     0.021 ?   Hammerhead ribozyme HH9
Hammerhead_3         RF00008   LC643025.1           -          cm        1       58      163      110      -    no    1 0.52   0.0   68.2   1.9e-17 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   LC643025.1           -          cm        1       58       51      104      +    no    1 0.44   0.0   62.0     1e-15 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   LC643025.1           -          cm        1       46      148      106      -    no    1 0.53   0.0   12.7     0.027 ?   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MT702581.1           -          cm        1       58       56        3      -    no    1 0.50   0.0   70.1   6.1e-18 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MT702581.1           -          cm        1       58      281      334      +    no    1 0.44   0.0   69.8   7.4e-18 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MT127883.1           -          cm        1       58      175      121      -    no    1 0.42   0.0   44.7   7.2e-11 !   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MT127883.1           -          cm        9       58        1       49      +    5'    2 0.53   0.0   25.1   1.7e-05 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MT127883.1           -          cm        6       41      151      118      -    no    1 0.44   0.0   17.5    0.0011 !   Hammerhead ribozyme (type I)
Hammerhead_1         RF00163   MT127883.1           -          cm        1       46       12       74      +    no    1 0.54   0.0   15.4    0.0052 !   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MT127884.1           -          cm        1       58      175      121      -    no    1 0.44   0.0   45.8   3.6e-11 !   Hammerhead ribozyme (type III)
Hammerhead_1         RF00163   MT127884.1           -          cm        7       40      150      119      -    no    1 0.44   0.0   14.4     0.011 ?   Hammerhead ribozyme (type I)
Hammerhead_3         RF00008   MT127884.1           -          cm        9       58        1       49      +    5'    2 0.53   0.0   13.0     0.037 ?   Hammerhead ribozyme (type III)
Hammerhead_3         RF00008   MT993976.1           -          cm        1       58      177      123      -    no    1 0.44   0.0   37.7   5.9e-09 !   Hammerhead ribozyme (type III)
