#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
Pistol               RF02679   NC_003264.1          -          cm        1       70      247      170      -    no    1 0.53   0.0   10.7     0.048 ?   Pistol ribozyme
Pistol               RF02679   MF421248.1           -          cm        1       70      249      169      -    no    1 0.51   0.0   10.4     0.056 ?   Pistol ribozyme
Pistol               RF02679   MF421249.1           -          cm        1       70      243      166      -    no    1 0.53   0.0   10.7     0.047 ?   Pistol ribozyme
Hairpin              RF00173   KC110859.1           -          cm        1       52      284      248      -    no    1 0.43   0.3   11.2     0.056 ?   Hairpin ribozyme
Pistol               RF02679   JF812070.1           -          cm        1       70      248      198      -    no    1 0.47   0.0   15.3    0.0037 !   Pistol ribozyme
Pistol               RF02679   FJ773280.1           -          cm        1       70      247      170      -    no    1 0.53   0.0   10.7     0.048 ?   Pistol ribozyme
Pistol               RF02679   FJ773281.1           -          cm        1       70      249      172      -    no    1 0.53   0.0   10.7     0.048 ?   Pistol ribozyme
Hairpin              RF00173   EU031458.1           -          cm       19       52      330      301      -    5'    2 0.53   0.0   10.4     0.087 ?   Hairpin ribozyme
Hairpin              RF00173   EU031462.1           -          cm       19       52      330      301      -    5'    2 0.53   0.0   10.4     0.087 ?   Hairpin ribozyme
Hammerhead_3         RF00008   DQ444476.1           -          cm       32       58      249      225      -    5'    2 0.48   0.0   11.7     0.056 ?   Hammerhead ribozyme (type III)
Hairpin              RF00173   AJ783357.1           -          cm       18       52      333      304      -    5'    2 0.43   0.0   10.4      0.09 ?   Hairpin ribozyme
Hairpin              RF00173   AF540967.1           -          cm        1       52       50       84      +    no    1 0.49   0.0   11.2     0.051 ?   Hairpin ribozyme
Hairpin              RF00173   AF447779.1           -          cm        1       52       50       84      +    no    1 0.46   0.0   11.3     0.047 ?   Hairpin ribozyme
Hairpin              RF00173   AF447784.1           -          cm        1       52       49       83      +    no    1 0.46   0.0   10.4     0.078 ?   Hairpin ribozyme
Pistol               RF02679   AF123871.1           -          cm        1       70      248      198      -    no    1 0.49   0.0   11.7     0.028 ?   Pistol ribozyme
#
# Program:         cmscan
# Version:         1.1.4 (Dec 2020)
# Pipeline mode:   SCAN
# Query file:      ../db/2021-09-07/pospiviroidae.fasta
# Target file:     ../db/raw/ribozymes.cm
# Option settings: cmscan --tblout ../db/2021-09-07/pospiviroidae.infernal.tsv -E 0.1 --cpu 4 ../db/raw/ribozymes.cm ../db/2021-09-07/pospiviroidae.fasta 
# Current dir:     /Users/BenjaminLee/research/viroiddb/scripts
# Date:            Mon Sep 13 16:54:33 2021
# [ok]
